tasksync-nginx-prod  | 2026/07/22 09:38:12 [warn] 21#21: *1786 upstream sent duplicate header line: "date: Wed, 22 Jul 2026 09:38:10 GMT", previous value: "Date: Wed, 22 Jul 2026 09:38:11 GMT", ignored while reading response header from upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTY2OTEsImp0aSI6ImUzZDZiYmQ3LWRkOWItNGMyNi1hYzE0LWM3N2Q1Y2UxYTcyNCJ9.Bk8KTOSkyhLw6n5YWuR5FsrJgQjvUl33izWRUdaut3I HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTY2OTEsImp0aSI6ImUzZDZiYmQ3LWRkOWItNGMyNi1hYzE0LWM3N2Q1Y2UxYTcyNCJ9.Bk8KTOSkyhLw6n5YWuR5FsrJgQjvUl33izWRUdaut3I", host: "127.0.0.1"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:05 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0 HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.000 uct="-" uht="-" urt="0.000"
tasksync-nginx-prod  | 2026/07/22 09:39:05 [error] 21#21: *1855 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg", host: "localhost"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:05 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.000 uct="-" uht="-" urt="0.000"
tasksync-nginx-prod  | 2026/07/22 09:39:05 [error] 20#20: *1742 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: _, request: "GET /api/v1/notifications HTTP/1.1", upstream: "http://172.20.0.3:8000/api/v1/notifications", host: "localhost", referrer: "http://localhost/profile"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:05 +0000] "GET /api/v1/notifications HTTP/1.1" 502 552 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.000 uct="-" uht="-" urt="0.000"
tasksync-nginx-prod  | 2026/07/22 09:39:07 [error] 20#20: *1792 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: _, request: "GET /api/v1/notifications HTTP/1.1", upstream: "http://172.20.0.3:8000/api/v1/notifications", host: "localhost", referrer: "http://localhost/profile"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:07 +0000] "GET /api/v1/notifications HTTP/1.1" 502 552 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.001 uct="-" uht="-" urt="0.001"
tasksync-nginx-prod  | 2026/07/22 09:39:08 [error] 20#20: *1792 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: _, request: "GET /api/v1/notifications HTTP/1.1", upstream: "http://172.20.0.3:8000/api/v1/notifications", host: "localhost", referrer: "http://localhost/profile"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:08 +0000] "GET /api/v1/notifications HTTP/1.1" 502 552 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.000 uct="-" uht="-" urt="0.000"
tasksync-nginx-prod  | 2026/07/22 09:39:10 [error] 20#20: *1860 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0 HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0", host: "localhost"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:10 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0 HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.000 uct="-" uht="-" urt="0.001"
tasksync-nginx-prod  | 2026/07/22 09:39:10 [error] 20#20: *1862 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg", host: "localhost"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:10 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.000 uct="-" uht="-" urt="0.000"
tasksync-nginx-prod  | 2026/07/22 09:39:15 [warn] 20#20: *1866 upstream sent duplicate header line: "date: Wed, 22 Jul 2026 09:39:14 GMT", previous value: "Date: Wed, 22 Jul 2026 09:39:15 GMT", ignored while reading response header from upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg", host: "localhost"
tasksync-nginx-prod  | 2026/07/22 09:39:15 [warn] 20#20: *1864 upstream sent duplicate header line: "date: Wed, 22 Jul 2026 09:39:14 GMT", previous value: "Date: Wed, 22 Jul 2026 09:39:15 GMT", ignored while reading response header from upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0 HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0", host: "localhost"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:15 +0000] "GET /api/v1/notifications HTTP/1.1" 200 757 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.081 uct="0.001" uht="0.080" urt="0.081"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:18 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1233 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.035 uct="0.000" uht="0.033" urt="0.034"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:25 +0000] "GET /api/v1/notifications HTTP/1.1" 200 757 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.076 uct="0.001" uht="0.075" urt="0.076"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:26 +0000] "GET /api/v1/employees HTTP/1.1" 403 289 "http://localhost/employees" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.072 uct="0.001" uht="0.071" urt="0.072"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:26 +0000] "GET /api/v1/departments HTTP/1.1" 200 568 "http://localhost/employees" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.097 uct="0.000" uht="0.095" urt="0.096"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:27 +0000] "GET /api/v1/employees HTTP/1.1" 403 290 "http://localhost/employees" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.053 uct="0.001" uht="0.052" urt="0.053"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:28 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1233 "http://localhost/employees" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.049 uct="0.000" uht="0.047" urt="0.049"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:29 +0000] "GET /api/v1/employees HTTP/1.1" 403 289 "http://localhost/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.047 uct="0.000" uht="0.045" urt="0.046"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:35 +0000] "GET /api/v1/notifications HTTP/1.1" 200 758 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.074 uct="0.000" uht="0.062" urt="0.073"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:38 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1230 "http://localhost/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.087 uct="0.015" uht="0.086" urt="0.087"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:38 +0000] "GET /login HTTP/1.1" 200 326 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:38 +0000] "GET /login HTTP/1.1" 200 326 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.005 uct="0.001" uht="0.005" urt="0.005"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:38 +0000] "GET /assets/index-B_lvWpQS.css HTTP/1.1" 200 15121 "http://127.0.0.1/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:38 +0000] "GET /assets/index-B_lvWpQS.css HTTP/1.1" 200 15121 "http://127.0.0.1/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.060 uct="0.001" uht="0.060" urt="0.060"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:38 +0000] "GET /assets/index-C5ZGOzVM.js HTTP/1.1" 200 207075 "http://127.0.0.1/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.110 uct="0.001" uht="0.007" urt="0.110"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:38 +0000] "GET /assets/index-C5ZGOzVM.js HTTP/1.1" 200 207075 "http://127.0.0.1/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.193 uct="0.000" uht="0.006" urt="0.192"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:39 +0000] "GET /favicon.svg HTTP/1.1" 200 1518 "http://127.0.0.1/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.002 uct="0.000" uht="0.000" urt="0.001"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:39 +0000] "GET /assets/inter-latin-wght-normal-Dx4kXJAl.woff2 HTTP/1.1" 200 48256 "http://127.0.0.1/assets/index-B_lvWpQS.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.002 uct="0.001" uht="0.001" urt="0.002"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:39 +0000] "GET /favicon.svg HTTP/1.1" 200 1518 "http://127.0.0.1/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.001 uct="0.001" uht="0.001" urt="0.001"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:39 +0000] "GET /assets/inter-latin-wght-normal-Dx4kXJAl.woff2 HTTP/1.1" 200 48256 "http://127.0.0.1/assets/index-B_lvWpQS.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.001 uct="0.001" uht="0.001" urt="0.001"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:41 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 579 "http://127.0.0.1/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=1.010 uct="0.000" uht="1.009" urt="1.010"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:41 +0000] "GET /assets/inter-vietnamese-wght-normal-CBcvBZtf.woff2 HTTP/1.1" 200 10252 "http://127.0.0.1/assets/index-B_lvWpQS.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.000 uct="0.001" uht="0.001" urt="0.001"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:41 +0000] "GET /assets/inter-latin-ext-wght-normal-DO1Apj_S.woff2 HTTP/1.1" 200 85068 "http://127.0.0.1/assets/index-B_lvWpQS.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
tasksync-nginx-prod  | 2026/07/22 09:39:41 [warn] 20#20: *1899 upstream sent duplicate header line: "date: Wed, 22 Jul 2026 09:39:41 GMT", previous value: "Date: Wed, 22 Jul 2026 09:39:41 GMT", ignored while reading response header from upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTY3ODEsImp0aSI6IjE4N2IwYTEzLWNkM2UtNDJlOC04OWExLTJmODBkOGQxNmNkMiJ9.Ll7Rh4TRPzuocvJoPzXxOuRa9k9bLWxnJvIO_jwon8E HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTY3ODEsImp0aSI6IjE4N2IwYTEzLWNkM2UtNDJlOC04OWExLTJmODBkOGQxNmNkMiJ9.Ll7Rh4TRPzuocvJoPzXxOuRa9k9bLWxnJvIO_jwon8E", host: "127.0.0.1"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 562 "http://127.0.0.1/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=1.783 uct="0.001" uht="1.782" urt="1.784"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /notifications HTTP/1.1" 200 326 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.001 uct="0.001" uht="0.001" urt="0.001"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /api/v1/tasks HTTP/1.1" 200 1115 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.712 uct="0.000" uht="0.710" urt="0.712"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /api/v1/dashboard/analytics HTTP/1.1" 200 686 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.871 uct="0.000" uht="0.869" urt="0.871"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /api/v1/departments HTTP/1.1" 200 568 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.867 uct="0.000" uht="0.865" urt="0.867"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /api/v1/projects HTTP/1.1" 200 978 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.884 uct="0.000" uht="0.883" urt="0.884"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /assets/inter-vietnamese-wght-normal-CBcvBZtf.woff2 HTTP/1.1" 200 10252 "http://127.0.0.1/assets/index-B_lvWpQS.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /api/v1/notifications HTTP/1.1" 200 757 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.927 uct="0.000" uht="0.912" urt="0.927"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1230 "http://127.0.0.1/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.102 uct="0.000" uht="0.101" urt="0.102"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:42 +0000] "GET /assets/inter-latin-ext-wght-normal-DO1Apj_S.woff2 HTTP/1.1" 200 85068 "http://127.0.0.1/assets/index-B_lvWpQS.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
